mobygames_id	world_of_spectrum_id
planetfall_	0003754
planetoids	0003755
planets_	0003756
planets_	0027803
platoon	0003759
play-it-again-sam	0006807
plexar	0003767
plot_	0003769
plotting	0003771
plummet	0003775
pod-proof-of-destruction	0003782
pogo	0003794
pole-position	0003807
poli-daz	0003811
poogaboo-la-pulga-2	0003818
pool	0003824
pool_	0003825
popeye_	0003830
popeye-2	0003833
poseidon-planet-eleven	0003840
post-mortem_	0003843
postman-pat	0003845
postman-pat-2	0003846
postman-pat-3-to-the-rescue	0003847
potsworth-co	0003849
potty-painter-in-the-jungle	0003850
power	0001158
power-drift	0003854
power-pyramids	0003855
powerplay-the-game-of-the-gods	0003857
premier-league	0003868
president	0003870
price-of-magik	0006814
prince-clumsy	0009391
prince-of-tyndal	0006818
prison-riot	0003883
privateer	0003884
pro-golf	0003886
pro-mountain-bike-simulator	0003888
pro-powerboat-simulator	0009394
pro-skateboard-simulator	0009397
pro-tennis-simulator	0009395
prodigy	0003892
producent-boubli	0003894
professional-bmx-simulator	0009396
professional-footballer	0003895
professional-go-kart-simulator	0003896
professional-ski-simulator	0009399
professional-tennis-simulator	0004515
prohibition	0003898
project-future	0003899
protector_______	0003902
proteus-android-pit-rescue	0003904
prowler	0003906
prv-akcia	0003907
psi-chess	0003911
pssst	0009401
psycho-hopper	0003919
psycho-pigs-uxb	0003920
psycho-soldier	0003922
psytron	0003925
pub-darts	0000015
pub-trivia-simulator	0009402
puckman	0003086
pud-pud-in-weird-world	0003929
puffys-saga	0003931
pulsator	0003933
pulse-warrior	0003935
punch-judy	0003938
punchy	0003939
push-off	0003943
puszka-pandory	0006835
puzznic	0003947
pyjamarama	0003949
pyramid__	0003957
q10-tankbuster	0003958
quackshot	0003965
quadrax	0009403
quann-tulla	0006837
quartet	0003969
quazatron	0003972
quest-adventure	0006839
quest-for-the-golden-eggcup	0006841
quest-for-the-holy-grail	0006844
quest-for-the-holy-joystick	0006846
questprobe-featuring-human-torch-and-the-thing	0006856
quick-draw-mcgraw	0003980
r	0003734
r-type	0004256
race___	0003988
race-against-time	0009404
rad-ramp-racer	0003995
rad-warrior	0004300
raid-over-moscow	0003997
rainbow-islands	0000724
rainy-day	0004003
rally-driver	0004005
rally-simulator	0004007
rallycross-simulator	0009405
rambo-first-blood-part-ii__	0004010
rambo-iii	0004012
rampage	0004017
ramparts	0004020
rana-rama	0004022
rapid-fire	0004028
rapscallion	0004029
rasputin	0004030
rastan	0004033
raster-runner	0004037
raw-recruit	0004043
raymond-pringles-quest-for-the-fabled-jar-of-pickled-cabbage	0006868
rays	0006869
rays	0007208
rbi-baseball-2	0004044
ready-steady-go	0004046
realm-of-darkness	0006870
realm-of-the-undead	0004053
rebel-planet	0006872
rebelstar	0004058
rebelstar-ii-alien-encounter	0004061
rebelstar-raiders	0004064
reckless-rufus	0004065
red-arrows	0004067
red-heat	0004072
red-moon	0006880
red-scorpion	0004076
redhawk	0004071
redhawk	0006549
renegade	0004082
renegade-iii-the-final-chapter	0004090
rentakill-rita	0004093
repton-mania	0004094
repton-mania	0004096
repulsar	0004098
rescate-en-el-golfo	0004106
rescue	0004109
rescue_	0004110
rescue-from-atlantis	0004100
rescue-on-fractalus	0004111
retarded-creatures-and-caverns	0006883
return-to-eden	0006887
return-to-oz	0004115
reversi__	0004122
revolution_	0004125
rex	0004129
rick-dangerous	0004135
rick-daviss-world-trophy-soccer	0002550
riddlers-den	0004142
rider	0004144
rigels-revenge	0006893
ring-wars	0004149
river-raid	0004154
river-rescue-racing-against-time	0004155
road-frog	0004159
road-racer	0010638
road-racers	0004169
road-raider	0003290
road-runner	0004163
road-runner-and-wile-e-coyote	0004165
road-toad	0004168
roadblasters	0004157
roadwars	0004170
robber_	0004174
robin-hood-legend-quest	0009406
robin-of-sherlock	0006900
robin-of-sherwood-the-touchstones-of-rhiannon	0006903
robin-of-the-wood	0004177
robin-smiths-international-cricket	0010640
robocop__	0004179
robocop-2____	0004181
robocop-3__	0004183
robot-messiah	0004190
robot-riot	0004191
robotron	0004195
robotron-2084	0004196
rocco	0004198
rock-star-ate-my-hamster	0009407
rockford-the-arcade-game	0004214
rockman	0004215
rockn-roller	0004205
rocky-horror-show	0004217
rodland	0004222
rogue	0004224
rogue-trooper__	0004225
rolands-ratrace	0004227
rollaround	0004229
roller-coaster	0004231
rolling-thunder	0004234
roman-empire	0004235
rommels-revenge	0004236
ronnie-goes-to-hollywood	0006906
room-ten	0004240
round-the-bend	0004248
roy-of-the-rovers	0004251
royal-birkdale-championship-golf	0004252
rubicon-alliance	0004861
ruff-and-reddy-in-the-space-adventure	0004264
rugby-coach	0004267
rugby-manager	0010644
run-the-gauntlet	0004271
runes-of-zendos	0006912
runestone	0006913
rupert-and-the-ice-castle	0004276
rupert-and-the-toymakers-party	0004278
rushn-attack	0002134
rygar_	0004284
sabotage_	0004291
saboteur	0004293
saboteur-ii	0004295
sabre-wulf	0009408
saga-of-erik-the-viking	0006918
sai-combat	0004304
sailing	0004310
saimazoom	0004311
samantha-fox-strip-poker	0004320
samurai_	0004323
samurai-warrior	0006921
samurai-warrior-the-battles-of-usagi-yojimbo	0004326
sanxion	0004333
saracen	0004339
sas-combat-simulator	0009409
satan	0004344
savage	0004353
savage-island	0006924
scapeghost	0006926
scary-mansion	0006932
sceptre-of-bagdad	0004359
schizofrenia	0002264
schizofrenia	0004361
schizoids	0004362
sci-special-criminal-investigation	0000906
scooby-doo	0004365
scooby-doo-and-scrappy-doo	0004368
score-3020	0004370
scott-adams-graphic-adventure-1-adventureland	0005926
scott-adams-graphic-adventure-3-secret-mission	0006947
scott-adams-graphic-adventure-4-voodoo-castle	0007170
scott-adams-graphic-adventure-6-strange-odyssey	0007052
scramble-spirits	0004380
scuba-dive	0004381
scuba-kidz	0004382
scumball	0004383
sdi-strategic-defense-initiative	0004384
se-kaa-of-assiah	0006952
seabase-delta	0006936
seas-of-blood	0006941
secret-diary-of-adrian-mole-aged-13	0006942
secret-of-little-hodcome	0006949
secret-of-st-brides	0006951
sector-90	0004391
sentry_	0004400
serfs-tale	0006955
sergeant-seymour-robot-cop	0009411
seymour-goes-to-hollywood	0009410
sgrizam	0004417
shackled	0004419
shadow-of-the-unicorn	0004424
shadow-skimmer	0004426
shadowfax	0004431
shadowfire	0004433
shadows-of-mordor	0006960
shaky-game	0004437
shao-lins-road	0004445
shard-of-inovar	0004447
shark	0004448
sharkeys-3d-pool	0003826
sharkeys-moll	0004452
sherlock	0006968
sherlock-holmes-the-case-of-the-beheaded-smuggler	0006962
shinobi	0004457
ship-of-the-line	0006971
ships	0004459
shipwreck-castle-eerie	0006068
shipwreck-castle-eerie	0006972
shockway-rider	0004460
shoot-out	0004466
short-circuit_	0004469
show-jumping	0004482
shrewsbury-key	0006973
shuttle-simulator	0010656
sidewalk	0004492
sidewinder-ii	0004493
sidewize	0004494
siege_	0004496
sigma-7	0004498
silent-service	0004502
silkworm	0004507
simcity	0004509
sinbad	0004517
sinbad-the-golden-ship	0006976
sir-fred	0004518
sir-lancelot-	0004520
sirwood	0004524
sito-pons-500cc-grand-prix	0004528
skate-crazy	0004530
skateball	0004536
skateboard-kidz	0004541
skatin-usa	0004543
skool-daze	0004549
skuldugery	0004552
skull-crossbones	0004554
sky-high-stuntman	0009417
sky-runner	0004559
sky-shark	0001813
skyfox	0004560
slap-dab	0004563
sleepwalker_	0004567
slicker-puzzle	0004568
slightly-magic	0009418
sline	0004562
slippery-sid_	0004572
slot-car-racer	0004357
slugger	0005746
smash-tv	0004576
smashed	0006985
smok-wawelski	0006986
snare_	0004594
snoball-in-hell	0004596
snodgits	0004597
snooker_	0004600
snoopy-the-cool-computer-game	0004607
snow-joke	0006990
snow-queen_	0006991
snow-strike	0004610
snowball	0006993
snowman	0004609
soap-land	0006994
soccer-pinball	0009419
soccer-rivals	0004616
soccer-star	0004617
software-star	0004621
sokoban___	0004622
sol-negro	0004624
solar-star	0004995
soldier-of-fortune_	0004631
soldier-of-light	0004634
solomons-key	0004643
son-of-blagger	0004645
sooty-sweep	0004647
sophistry	0004648
sorcerer-lord	0004649
sorcerer-of-claymorgue-castle	0007008
sorcery	0004650
sorderons-shadow-the-legend-of-elindor	0007010
sos_	0004652
soul-of-a-robot	0003457
souls-of-darkon	0007014
southern-belle	0004653
space-crusade	0004660
space-harrier	0004663
space-harrier-ii	0004665
space-hunter	0004667
space-intruders	0004669
space-racer	0004677
space-raiders	0004678
space-school-simulator-the-academy	0005156
space-station-oblivion	0001521
space-walk	0004683
spaghetti-western-simulator	0004694
special-delivery-santas-christmas-chaos	0004700
special-operations	0004701
spectipede	0004706
spectral-invaders	0004707
spectres	0004717
spectrum-safari	0004730
spectrum-voice-chess	0005599
speed-king-2	0004738
speed-zone	0004741
speedboat-assassins	0004739
spellbound	0004744
spellbound-dizzy	0009337
spherical	0004746
spider-man	0006855
spike_	0004751
spike-in-transilvania	0009421
spiky-harold	0004753
spindizzy	0004756
spitfire-40	0004763
spitting-image-the-computer-game	0004765
splat_	0004767
split-personalities	0004769
split-personalities	0004770
spooked	0004772
spooky-castle	0004774
spookyman	0004776
spore__	0004777
sport-of-kings	0004778
sporting-triangles	0010663
sports-a-roni	0000175
spy-hunter	0004784
spy-trek-adventure	0007027
spy-trilogy	0010236
spy-vs-spy	0004786
spy-vs-spy-iii-arctic-antics	0004791
spy-vs-spy-the-island-caper	0004788
spyplane	0007028
sqij	0004793
stack-up-	0004803
staff-of-power	0007031
stainless-steel	0004806
star-control	0004813
star-dust	0004816
star-firebirds	0004821
star-flaws	0007035
star-paws	0004824
star-raiders-ii	0004828
star-rank-boxing	0000426
star-soccer	0004831
star-swallow	0004832
star-trader_	0004833
star-warrior	0004840
star-wars	0004841
star-wars-droids	0004889
star-wars-return-of-the-jedi	0004848
star-wars-return-of-the-jedi-death-star-battle	0004113
star-wars-the-empire-strikes-back__	0004846
star-wreck	0007037
starbike	0004849
starblitz	0004851
starfire-	0004859
starglider	0004863
starglider-ii	0004867
starion	0004870
starquake	0004873
starship-enterprise	0004879
starstrike-ii	0004881
steel-eagle	0004892
steg-the-slug	0009424
steve-davis-snooker	0004896
stifflip-co	0004899
stir-crazy-featuring-bobo	0004903
stonkers	0004913
stop-the-express	0004916
storm	0004918
stormbringer	0004919
stormlord	0004922
strange-loop	0004926
strategy-1-invasion	0009856
streaker	0004929
street-gang	0004935
street-hawk	0004938
street-sports-basketball	0004942
strike	0004945
strike-aces	0001752
strike-force-cobra	0004948
strike-force-harrier	0004949
striker__	0004952
striker-manager	0004953
strontium-dog-the-killing	0004963
stryker-in-the-crypts-of-trogan	0009429
stun-runner	0004965
stunt-bike-simulator	0004967
stunt-track-racer	0004969
subbuteo	0004978
submariner	0004980
subsunk	0007055
subterranean-nightmare	0004982
subway-vigilante	0004985
super-bike-transam	0009435
super-bowl	0005058
super-brat	0004996
super-cars	0004998
super-chess	0023830
super-cycle	0005013
super-dragon-slayer	0009430
super-g-man	0009431
super-gran	0005017
super-gran-the-adventure	0007059
super-hang-on	0005019
super-monaco-gp	0005026
super-nudge-2000	0005028
super-robin-hood	0009432
super-scramble-simulator	0005034
super-seymour-saves-the-planet	0009413
super-soccer__	0005039
super-spekulant	0005043
super-sprint	0005045
super-stock-car	0005050
super-stuntman	0009433
super-tank-simulator	0009434
super-trolley	0005052
super-trux	0005073
superhero	0009436
superkid-in-space	0005066
superman-the-man-of-steel__	0005068
superstar-indoor-sports	0002478
superstar-soccer	0001985
surfchamp	0005078
survival	0005080
survivor_	0005081
survivors	0005083
sweevos-world	0005086
sweevos-world	0005087
swiv	0005092
sword-slayer	0005097
swords-sorcery	0005101
t-bird	0005159
tai-chi-tortoise	0005112
tai-pan	0005114
taitos-super-space-invaders	0005041
tales-of-the-arabian-nights	0005120
tales-of-the-unknown-volume-i-the-bards-tale	0000418
talisman__	0005122
tank	0005129
tank-attack	0005132
tank-trax	0005137
tantalus	0005139
tapper	0005143
target-renegade	0004087
tarzan	0005150
tarzan-goes-ape	0009437
taskforce_	0005152
tau-ceti	0005153
tau-ceti	0005155
taxi	0005158
teacher-trouble	0007073
technician-ted	0005160
techno-cop	0005163
teenage-mutant-ninja-turtles	0005170
teenage-mutant-ninja-turtles__	0005168
tempest	0005179
temple-of-terror	0007078
ten-little-indians	0007085
tenpin-challenge	0005185
terminator-2-judgment-day	0005187
terra-cognita	0009438
terra-cresta_	0005190
terrahawks	0005193
terror-daktil-4d	0005201
terror-of-the-deep	0005198
terrormolinos	0007088
terrorpods	0005202
terrors-of-trantoss	0007089
test-match-one-day-cricket	0002891
test-match-one-day-cricket	0005206
tetris	0005212
tetris-2-	0005213
thanatos	0005218
theatre-europe	0005224
thing__	0005653
think	0005235
thor	0005238
three-weeks-in-paradise	0005239
throne-of-fire	0005243
through-the-trap-door	0005390
thrust	0005245
thrust-ii	0005246
thrusta	0005248
thunderbirds_	0005255
thunderbirds____	0005253
thunderblade	0005249
thundercats	0005259
tie-break	0000087
tiger-road	0009439
tilt	0009440
tim	0005273
time-gate	0005286
time-machine	0007106
time-machine_	0005277
time-scanner	0005279
times-of-lore	0005289
tintin-on-the-moon	0005291
tir-na-nog	0005292
titan	0005294
titanic	0005297
titanic-blinky	0005299
titanic-the-adventure-begins	0005296
tll-tornado-low-level	0005302
tobruk-the-clash-of-armour	0005308
tom-jerry__	0005314
tomahawk	0005317
tomb-of-dracula	0007123
tomb-of-syrinx	0005319
tomcat	0005322
toobin	0005325
top-cat-in-beverly-hills-cats	0005329
top-gun	0005332
tornado-ecr	0009441
total-eclipse	0005340
total-recall	0005344
tournament-snooker	0009400
tournament-tennis	0003074
tower-of-despair	0007126
tower-of-evil	0005353
tower-toppler	0003377
toy-bizarre	0005356
toyota-celica-gt-rally	0005357
track-field	0005360
tracksuit-manager	0005361
trailblazer	0005368
train-escape-to-normandy	0005373
train-game	0005374
trans-atlantic-balloon-challenge-the-game	0005377
transformers__	0005380
transmuter	0009442
transversion	0005383
transylvanian-tower	0005384
trantor-the-last-stormtrooper	0005385
tranz-am	0009443
trap_	0005387
trap-door	0005388
trashman	0005391
travel-with-trashman	0005392
treasure-hunt_	0007132
treasure-island_____	0005400
treasure-island-dizzy	0009333
treble-champions	0005403
triaxos	0005409
tribble-trubble	0005411
trivial-pursuit	0005423
trouble-at-bridgeton	0007139
tt-racer	0005436
tube_	0005443
tujad	0005448
turbo-boat-simulator	0005456
turbo-cup	0005458
turbo-esprit	0005461
turbo-girl	0005462
turbo-kart-racer_	0005463
turbo-the-tortoise	0005466
turmoil_	0005471
turrican	0005472
turrican-ii-the-final-fight	0005476
twice-shy	0007142
twin-kingdom-valley	0007144
twin-turbo-v8	0009444
twister-mother-of-charlotte	0005488
tyrant-of-athens	0007145
uchi-mata	0005497
ucm-ultimate-combat-mission	0005509
ugh_	0005505
ulises	0005507
ultima-ratio	0005508
underground	0005514
underwurlde	0009446
unitrax	0005517
universal-hero	0005519
unorthodox-engineers-the-pen-and-the-dark	0006780
untouchables	0005520
urban-upstart	0007149
uridium	0005525
v	0005532
vagan-attack	0005534
valhalla	0007152
valkyrie-17	0007154
valley	0005535
vampire	0003688
vampire-killer_	0005537
vampires-empire	0005540
vectorball	0005547
vegas-jackpot	0005550
velnors-lair	0007157
venom	0007159
venom-strikes-back	0003045
vera-cruz	0007160
very-big-cave-adventure	0007161
video-card-arcade	0005562
video-olympics_	0005563
vigilante	0005570
vindicator	0005577
vindicators	0005581
violator-of-voodoo	0006798
viper-iii	0005584
virus__	0005587
vixen	0005589
voidrunner	0005600
volcanic-dungeon	0007166
voyage-into-the-unknown	0005604
vulcan-the-tunisian-campaign	0005606
wacky-darts	0009448
wacky-races_	0005610
wanted_	0003561
wanted-monty-mole	0005617
war_	0005620
war-70	0005618
war-cars-construction-set	0005624
war-machine	0005630
war-zone_	0005632
warlock-of-firetop-mountain	0005635
warlord	0005636
warlord_	0007173
waterloo_	0005640
waxworks_	0007174
way-of-the-tiger	0005646
wec-le-mans	0005648
weetabix-versus-the-titchies	0005655
wells-fargo	0005657
welltris	0005659
wembley-greyhounds	0005660
werewolf-simulator	0006598
werewolves-of-london	0005663
west-bank	0005664
wheelie	0005670
where-time-stood-still	0005671
who-dares-wins-ii	0005673
who-said-that	0005676
whodunnit	0005674
whopper-chase	0005679
wibstars	0005681
wild-bunch	0007185
wild-west-seymour	0009415
william-wobbler	0005687
willow-pattern	0005688
winged-avenger	0005691
winged-warlords	0005692
winter-games	0005693
winter-sports	0005701
winter-wonderland	0007188
witch-hunt	0007190
witchs-cauldron	0007191
wiz	0005705
wiz-biz	0007198
wizard-of-akyrz	0007192
wizard-warz	0005707
wizard-willy	0009450
wizards-lair	0005709
wizball	0005713
wolfan	0005717
wolfman	0007199
wonder-boy	0005719
world-championship-boxing-manager	0005725
world-championship-soccer	0005726
world-cricket	0010701
world-cup-carnival	0005733
world-cup-carnival	0005735
world-cup-challenge	0005734
world-cup-football	0005735
world-cup-soccer_	0005738
world-karate-championship	0002502
world-soccer	0005751
worm-in-paradise	0007201
worse-things-happen-at-sea	0005758
wrestling-superstars	0009451
wriggler	0005761
wulfpack	0005764
xanagrams	0005772
xanthius	0005773
xarax	0005774
xarq-the-zimmerman-trenches	0005777
xcel	0005781
xecutor	0005783
xeno	0005787
xeno-ii	0005789
xenon	0005790
xevious	0005795
xor	0005800
xybots	0005806
yabba-dabba-doo	0005807
yahtzie	0005812
yenght	0007209
yes-prime-minister-the-computer-game	0005819
yeti	0005820
yie-ar-kung-fu	0005822
yie-ar-kung-fu-2-the-emperor-yie-gah	0005826
yogi-bear	0005828
yogi-bear-friends-in-the-greed-monster-a-treasure-hunt	0005829
yomp	0005832
z-man	0005858
zacaron-mystery	0007210
zaraks	0005841
zaxxan	0005844
zaxxon	0005846
zig-zag__	0005854
ziggurat-the-temple-of-doom	0005855
zip-zap	0005856
zipper-flipper	0005857
zoids	0005860
zolyx	0005862
zombi	0005865
zombie-zombie	0005866
zombies_	0004051
zone-trooper	0005870
zorro_	0005874
zub	0005878
zulu-war	0005879
zx-reversi	0005884
zx81-monopoly	0001412
zybex	0005889
zynaps	0005890
zythum	0005892
zzoom	0005894
zzzz	0007220
